Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2013,100000,First,12.0 kmpl,2987 CC,224 bhp,7.0,,32.0,True,False,False,True,False
Honda City 1.5 S MT,Kolkata,2011,125000,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.25,False,False,True,False,True
Maruti Wagon R VXI AMT,Kolkata,2017,17000,First,22.5 kmpl,998 CC,67 bhp,5.0,5.8 Lakh,3.95,False,False,True,True,False
Tata Indigo eCS GLE BSIII,Pune,2013,70000,Second,15.4 kmpl,1193 CC,65 bhp,5.0,,1.5,False,False,True,False,True
Hyundai i20 2015-2017 1.2 Asta with AVN,Pune,2010,50000,Second,17.0 kmpl,1197 CC,80 bhp,5.0,,3.0,False,False,True,False,True
Honda Jazz Active,Kolkata,2010,39800,First,16.0 kmpl,1198 CC,90 bhp,5.0,,1.99,False,False,True,False,True
Maruti A-Star Lxi,Kolkata,2010,60000,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,1.35,False,False,True,False,True
BMW 3 Series 320d Highline,Hyderabad,2009,58000,First,16.07 kmpl,1995 CC,181 bhp,5.0,,13.5,True,False,False,True,False
Skoda Yeti Elegance,Hyderabad,2010,110009,First,17.67 kmpl,1968 CC,138.08 bhp,5.0,,6.99,True,False,False,False,True
Nissan Terrano XV Premium 110 PS,Hyderabad,2013,85000,First,19.01 kmpl,1461 CC,108.5 bhp,5.0,,8.5,True,False,False,False,True
Volkswagen Polo Diesel Comfortline 1.2L,Pune,2010,84000,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,,2.89,True,False,False,False,True
BMW 3 Series 320d,Mumbai,2011,51000,First,22.69 kmpl,1995 CC,190 bhp,5.0,47.87 Lakh,10.5,True,False,False,True,False
Nissan Sunny 2011-2014 XL,Kochi,2013,68880,First,16.95 kmpl,1498 CC,97.7 bhp,5.0,,3.97,False,False,True,False,True
Maruti Alto K10 VXI AGS,Chennai,2017,5500,First,24.07 kmpl,998 CC,67.1 bhp,5.0,,4.25,False,False,True,True,False
Maruti Ritz ZXI,Coimbatore,2016,40052,First,21.1 kmpl,1197 CC,85.80 bhp,5.0,,6.17,False,False,True,False,True
Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2016,47293,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,38.72,True,False,False,True,False
Hyundai Verna CRDi SX,Hyderabad,2013,79663,First,16.8 kmpl,1493 CC,110 bhp,5.0,,6.5,True,False,False,False,True
Honda Amaze S i-Dtech,Jaipur,2013,63000,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.25,True,False,False,False,True
Honda City i DTEC SV,Kolkata,2014,45000,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,4.75,True,False,False,False,True
Toyota Fortuner TRD Sportivo 2.8 2WD AT,Kochi,2014,56501,First,12.9 kmpl,2755 CC,174.5 bhp,7.0,,17.71,True,False,False,True,False
Volkswagen Vento 1.5 TDI Highline,Jaipur,2015,58000,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,5.85,True,False,False,False,True
BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,First,22.48 kmpl,1995 CC,190 bhp,5.0,63.71 Lakh,17.27,True,False,False,True,False
BMW 3 Series 320d Sedan,Hyderabad,2007,74199,First,16.07 kmpl,1995 CC,181 bhp,5.0,,9.25,True,False,False,True,False
Hyundai Creta 1.6 SX Plus Petrol Automatic,Ahmedabad,2017,25000,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,,12.75,False,False,True,True,False
BMW 3 Series Luxury Line,Pune,2016,70000,Second,21.76 kmpl,1995 CC,190 bhp,5.0,62.11 Lakh,27.0,True,False,False,True,False
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2013,25000,Second,14.84 kmpl,2143 CC,167.62 bhp,5.0,,21.0,True,False,False,True,False
Maruti Swift Dzire VDI,Hyderabad,2017,22000,First,26.59 kmpl,1248 CC,74 bhp,5.0,,7.95,True,False,False,False,True
Maruti Celerio ZXI,Hyderabad,2015,47020,Second,23.1 kmpl,998 CC,67.04 bhp,5.0,,4.5,False,False,True,False,True
BMW 3 Series 320d GT Luxury Line,Mumbai,2017,8000,First,19.59 kmpl,1995 CC,187.74 bhp,5.0,,33.75,True,False,False,True,False
Audi Q7 4.2 TDI Quattro Technology,Delhi,2010,73000,First,11.33 kmpl,4134 CC,335.2 bhp,7.0,,17.51,True,False,False,True,False
Honda Jazz V,Kochi,2017,36973,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,8.71 Lakh,6.8,False,False,True,False,True
Tata Nano Cx BSIV,Coimbatore,2014,42083,First,25.4 kmpl,624 CC,37.48 bhp,4.0,,1.68,False,False,True,False,True
Maruti Alto 800 2016-2019 LXI,Chennai,2016,61000,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,2.9,False,False,True,False,True
Maruti Wagon R VXI,Mumbai,2014,43628,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.61 Lakh,3.16,False,False,True,False,True
Hyundai Xcent 1.1 CRDi Base,Jaipur,2014,60000,First,24.4 kmpl,1120 CC,71 bhp,5.0,,3.9,True,False,False,False,True
Chevrolet Beat LT,Delhi,2010,54000,Second,17.8 kmpl,1199 CC,76.8 bhp,5.0,,1.95,False,False,True,False,True
Jaguar XF 2.2 Litre Luxury,Kochi,2015,27001,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,26.52,True,False,False,True,False
Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2010,52000,First,18.33 kmpl,1968 CC,167.7 bhp,5.0,,9.0,True,False,False,True,False
Hyundai i20 Asta 1.4 CRDi,Hyderabad,2012,80000,First,21.27 kmpl,1396 CC,88.76 bhp,5.0,,4.5,True,False,False,False,True
Mitsubishi Pajero 2.8 SFX,Chennai,2008,160000,First,10.5 kmpl,2835 CC,107.2 bhp,6.0,,8.75,True,False,False,False,True
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,12.88 Lakh,11.5,True,False,False,True,False
Maruti Alto K10 LXI,Delhi,2016,35027,First,24.07 kmpl,998 CC,67.1 bhp,5.0,3.91 Lakh,3.0,False,False,True,False,True
Hyundai EON Magna Plus,Coimbatore,2015,26568,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.79,False,False,True,False,True
Maruti Ciaz VDi Plus SHVS,Ahmedabad,2015,59000,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,6.0,True,False,False,False,True
Hyundai Creta 1.6 CRDi SX Option,Bangalore,2016,51000,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.25,True,False,False,False,True
Skoda Superb Ambition 2.0 TDI CR AT,Delhi,2012,56400,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,,8.0,True,False,False,True,False
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,80000,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,5.8,True,False,False,False,True
BMW 5 Series 520d Sedan,Delhi,2012,72000,Third,18.48 kmpl,,,,,13.85,True,False,False,True,False
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2013,107000,Second,12.99 kmpl,2494 CC,100.6 bhp,7.0,,13.5,True,False,False,False,True
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2014,100000,First,14.21 kmpl,2143 CC,203 bhp,5.0,,25.0,True,False,False,True,False
Volkswagen Polo 1.5 TDI Highline,Kochi,2016,59998,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,5.49,True,False,False,False,True
Audi Q3 2.0 TDI,Hyderabad,2013,105000,First,17.32 kmpl,1968 CC,150 bhp,5.0,,19.0,True,False,False,True,False
Hyundai i20 1.2 Magna,Kolkata,2011,36000,First,18.5 kmpl,1197 CC,80 bhp,5.0,,2.5,False,False,True,False,True
Hyundai i10 Sportz 1.1L,Kolkata,2015,24350,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,3.0,False,False,True,False,True
Tata Tigor 1.05 Revotorq XT,Kochi,2018,28973,First,24.7 kmpl,1047 CC,69 bhp,5.0,,6.64,True,False,False,False,True
Hyundai EON Era,Kochi,2017,8243,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3.21,False,False,True,False,True
Hyundai Santro Xing GLS,Chennai,2009,136642,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,,1.55,False,False,True,False,True
Hyundai Santro Xing GLS,Hyderabad,2011,60000,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,,2.59,False,False,True,False,True
Mahindra Scorpio SLX,Chennai,2008,100000,Second,12.7 kmpl,2609 CC,120 bhp,8.0,,4.0,True,False,False,False,True
Honda City i-VTEC S,Jaipur,2010,48689,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,3.87,False,False,True,False,True
Maruti Vitara Brezza ZDi,Bangalore,2017,45000,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11 Lakh,9.75,True,False,False,False,True
Audi A4 35 TDI Technology Edition,Kochi,2019,38163,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,32.91,True,False,False,True,False
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Chennai,2011,43800,Second,14.21 kmpl,2143 CC,203 bhp,5.0,,16.75,True,False,False,True,False
Honda Civic 2006-2010 1.8 MT Sport,Jaipur,2007,92000,First,13.5 kmpl,1799 CC,130 bhp,5.0,,1.9,False,False,True,False,True
Hyundai i20 Magna 1.2,Kochi,2017,14064,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,6.59,False,False,True,False,True
Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2017,42366,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,31.93,True,False,False,True,False
Honda City i DTEC VX,Jaipur,2014,76551,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,,7.25,True,False,False,False,True
Hyundai i10 Era 1.1 iTech SE,Pune,2008,72672,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,1.9,False,False,True,False,True
Maruti Swift VDI BSIV,Kolkata,2015,45000,First,25.2 kmpl,1248 CC,74 bhp,5.0,,3.55,True,False,False,False,True
Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91696,First,11.4 kmpl,2953 CC,153.86 bhp,7.0,,9.25,True,False,False,True,False
Ford Ikon 1.3 Flair,Kochi,2009,66484,First,13.8 kmpl,1299 CC,70 bhp,5.0,,1.65,False,False,True,False,True
BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,First,20.68 kmpl,1995 CC,190 bhp,5.0,48.18 Lakh,36.64,True,False,False,True,False
Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,Mumbai,2011,55000,Second,14.21 kmpl,2143 CC,203 bhp,5.0,,16.0,True,False,False,True,False
Honda Jazz Select Edition,Pune,2011,98000,First,16.7 kmpl,,,,,3.15,False,False,True,False,True
Honda Amaze S i-Dtech,Ahmedabad,2014,61297,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,4.35,True,False,False,False,True
Maruti Zen LXi - BS III,Hyderabad,2006,80000,Second,17.3 kmpl,993 CC,60 bhp,5.0,,1.2,False,False,True,False,True
Hyundai i20 Magna,Jaipur,2013,59000,Second,18.5 kmpl,1197 CC,80 bhp,5.0,,4.1,False,False,True,False,True
BMW X5 3.0d,Chennai,2009,150000,First,11.0 kmpl,2993 CC,235 bhp,5.0,,18.75,True,False,False,True,False
Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2017,60083,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,13.78,True,False,False,False,True
Maruti Swift Dzire LDI,Kolkata,2016,85450,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4.0,True,False,False,False,True
Maruti Swift VDI,Jaipur,2013,88000,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.33,True,False,False,False,True
Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,8.68 Lakh,5.43,True,False,False,False,True
Ford Figo Aspire 1.2 Ti-VCT Trend,Mumbai,2016,18000,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,4.9,False,False,True,False,True
BMW X5 X5 M,Chennai,2017,15000,First,15.97 kmpl,2993 CC,258 bhp,5.0,,70.0,True,False,False,True,False
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Kolkata,2016,34000,First,11.78 kmpl,2143 CC,167.62 bhp,5.0,,25.5,True,False,False,True,False
Hyundai Grand i10 AT Asta,Ahmedabad,2015,46000,First,18.9 kmpl,1197 CC,82 bhp,5.0,,5.1,False,False,True,True,False
Hyundai Verna 1.6 SX CRDi (O),Hyderabad,2013,48158,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,6.7,True,False,False,False,True
BMW 5 Series 525d Sedan,Hyderabad,2013,93000,First,16.73 kmpl,2993 CC,218 bhp,5.0,,26.5,True,False,False,True,False
Nissan Micra Diesel XV Premium,Ahmedabad,2013,71007,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,3.9,True,False,False,False,True
Maruti SX4 ZXI MT BSIV,Pune,2010,63067,Second,15.5 kmpl,1586 CC,103.3 bhp,5.0,,2.7,False,False,True,False,True
Tata Manza Aura Quadrajet BS IV,Hyderabad,2011,70259,First,21.12 kmpl,1248 CC,88.8 bhp,5.0,,2.95,True,False,False,False,True
Audi A4 2.0 TDI Multitronic,Ahmedabad,2015,13000,First,16.55 kmpl,1968 CC,140 bhp,5.0,,23.0,True,False,False,True,False
Maruti Swift Ldi BSIV,Pune,2009,140000,Second,17.8 kmpl,1248 CC,75 bhp,5.0,,2.49,True,False,False,False,True
Maruti Swift LDI Optional,Jaipur,2015,130000,First,25.2 kmpl,1248 CC,74 bhp,5.0,,4.5,True,False,False,False,True
Toyota Corolla Altis Diesel D4DJ,Delhi,2011,89401,First,21.43 kmpl,1364 CC,87.2 bhp,5.0,,4.5,True,False,False,False,True
Honda Jazz 1.5 VX i DTEC,Hyderabad,2015,67000,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,6.9,True,False,False,False,True
BMW 6 Series 650i Coupe,Kochi,2010,65329,First,7.94 kmpl,4395 CC,450 bhp,4.0,,20.72,False,False,True,True,False
Skoda Fabia 1.2 Petrol Active,Jaipur,2010,72000,First,16.25 kmpl,1198 CC,73.9 bhp,5.0,,2.21,False,False,True,False,True
Land Rover Freelander 2 HSE,Mumbai,2011,82000,Second,12.35 kmpl,2179 CC,187.74 bhp,5.0,,13.9,True,False,False,True,False
Ford Fiesta 1.6 ZXi Duratec,Pune,2010,85000,First,15.3 kmpl,1596 CC,101 bhp,5.0,,1.46,False,False,True,False,True
Hyundai Verna SX CRDi AT,Pune,2012,83000,First,19.08 kmpl,1582 CC,126.32 bhp,5.0,,6.0,True,False,False,True,False
Renault KWID 1.0 RXT Optional,Jaipur,2016,26000,First,21.7 kmpl,999 CC,67 bhp,5.0,4.78 Lakh,3.0,False,False,True,False,True
Tata Indica Vista Quadrajet 90 ZX Plus,Delhi,2012,27000,First,22.3 kmpl,1248 CC,88.8 bhp,5.0,,3.5,True,False,False,False,True
Hyundai i20 Active 1.4 SX,Kochi,2018,37746,First,21.19 kmpl,1396 CC,88.73 bhp,5.0,,7.59,True,False,False,False,True
Maruti SX4 Zxi BSIII,Mumbai,2009,63274,Second,15.0 kmpl,1586 CC,104.68 bhp,5.0,,1.99,False,False,True,False,True
Renault KWID RXT,Hyderabad,2016,25000,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,3.8,False,False,True,False,True
Mahindra Xylo E4 ABS BS III,Bangalore,2013,197000,First,11.68 kmpl,2498 CC,112 bhp,7.0,,4.0,True,False,False,False,True
Hyundai EON D Lite Plus,Bangalore,2013,45010,Second,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.95,False,False,True,False,True
Honda Amaze VX i-DTEC,Delhi,2013,75348,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3.75,True,False,False,False,True
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2010,90110,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,2.5,True,False,False,False,True
Honda City 1.5 V MT,Pune,2011,102013,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.75,False,False,True,False,True
Toyota Fortuner 4x2 AT,Pune,2015,36000,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,22.0,True,False,False,True,False
Honda Amaze E i-Vtech,Kochi,2017,37578,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,6.14,False,False,True,False,True
BMW 1 Series 118d Base,Pune,2015,46001,First,20.58 kmpl,1995 CC,143 bhp,5.0,,16.0,True,False,False,True,False
Maruti Celerio VXI AT,Hyderabad,2014,46559,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3.75,False,False,True,True,False
Toyota Innova 2.5 GX (Diesel) 8 Seater,Mumbai,2015,48000,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,11.75,True,False,False,False,True
Jaguar XF 2.2 Litre Luxury,Pune,2013,46000,Second,16.36 kmpl,2179 CC,187.7 bhp,5.0,,24.0,True,False,False,True,False
Honda WRV i-VTEC VX,Hyderabad,2017,15000,First,17.5 kmpl,1199 CC,88.7 bhp,5.0,10.83 Lakh,8.9,False,False,True,False,True
BMW X1 sDrive20d,Chennai,2012,85000,Third,17.05 kmpl,1995 CC,184 bhp,5.0,,10.0,True,False,False,True,False
Skoda Rapid 1.6 MPI AT Elegance,Mumbai,2014,32000,First,14.3 kmpl,1598 CC,103.5 bhp,5.0,,5.55,False,False,True,True,False
Volkswagen Vento 1.6 Comfortline,Kochi,2012,60818,First,16.09 kmpl,1598 CC,103.5 bhp,5.0,11.05 Lakh,3.59,False,False,True,False,True
Ford EcoSport 1.5 TDCi Trend Plus BE,Coimbatore,2019,35188,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,11.13,True,False,False,False,True
Mahindra XUV500 W6 2WD,Jaipur,2012,110000,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.2,True,False,False,False,True
Ford Fiesta Classic 1.4 Duratorq LXI,Mumbai,2014,61000,First,18.6 kmpl,1388 CC,67 bhp,5.0,,2.98,True,False,False,False,True
Hyundai Santro Xing GLS,Pune,2010,75000,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,,1.7,False,False,True,False,True
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2015,55000,First,12.0 kmpl,2987 CC,224 bhp,7.0,,52.0,True,False,False,True,False
Maruti Alto LXi BSII,Pune,2003,69966,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,0.95,False,False,True,False,True
Honda City i VTEC VX Option,Mumbai,2016,42000,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,9.25,False,False,True,False,True
Hyundai Santa Fe 2WD AT,Bangalore,2014,48000,First,13.01 kmpl,2199 CC,194.3 bhp,7.0,,16.25,True,False,False,True,False
Mercedes-Benz GLA Class 200 CDI SPORT,Kolkata,2015,35000,First,17.9 kmpl,2143 CC,136 bhp,5.0,,20.99,True,False,False,True,False
Toyota Innova 2.5 G4 Diesel 8-seater,Chennai,2005,128000,Second,12.8 kmpl,2494 CC,102 bhp,8.0,,4.25,True,False,False,False,True
BMW 3 Series 320d Sedan,Bangalore,2008,78000,Second,16.07 kmpl,1995 CC,181 bhp,5.0,,7.2,True,False,False,True,False
Maruti Swift ZXI,Hyderabad,2011,53080,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,,4.4,False,False,True,False,True
Volkswagen Vento Petrol Highline,Pune,2011,66000,Second,15.04 kmpl,1598 CC,103.6 bhp,5.0,,4.25,False,False,True,False,True
Maruti Ertiga VXI,Ahmedabad,2012,25000,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,5.35,False,False,True,False,True
Hyundai Grand i10 AT Asta,Coimbatore,2016,36139,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,6.3,False,False,True,True,False
Hyundai Creta 1.6 CRDi SX,Delhi,2017,44000,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,12.5,True,False,False,False,True
Audi A6 3.0 TDI quattro,Ahmedabad,2008,50000,Second,16.77 kmpl,2967 CC,241.38 bhp,5.0,,7.5,True,False,False,True,False
Mahindra XUV500 W8 1.99 mHawk,Delhi,2016,81177,First,16.0 kmpl,1997 CC,140 bhp,7.0,,11.25,True,False,False,False,True
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Mumbai,2016,26000,First,16.05 kmpl,1499 CC,110.4 bhp,5.0,,7.65,False,False,True,True,False
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,100000,First,24.4 kmpl,1120 CC,71 bhp,5.0,,4.5,True,False,False,False,True
Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,First,21.21 kmpl,1498 CC,103.2 bhp,5.0,,7.5,True,False,False,True,False
Mercedes-Benz S-Class 280 AT,Kochi,2004,119859,First,13.0 kmpl,2987 CC,210 bhp,5.0,,7.1,False,False,True,True,False
Hyundai i10 Magna,Mumbai,2010,55980,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.25,False,False,True,False,True
Audi A4 35 TDI Technology Edition,Hyderabad,2015,30000,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,27.0,True,False,False,True,False
Hyundai i20 Sportz 1.4 CRDi,Pune,2012,49700,Second,21.9 kmpl,1396 CC,88.76 bhp,5.0,,4.18,True,False,False,False,True
Hyundai Verna 1.4 EX,Chennai,2013,79000,First,23.5 kmpl,1396 CC,88.7 bhp,5.0,,6.5,True,False,False,False,True
Honda City 1.5 V MT,Delhi,2010,65100,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.15,False,False,True,False,True
Maruti Ertiga VDI,Pune,2016,54161,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.27 Lakh,7.64,True,False,False,False,True
Maruti Alto LXi BSII,Hyderabad,2011,28619,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.4,False,False,True,False,True
Maruti Wagon R AMT VXI,Mumbai,2016,9000,First,20.51 kmpl,998 CC,67 bhp,5.0,,4.25,False,False,True,True,False
Hyundai Verna 1.6 CRDi AT SX,Kochi,2016,42876,First,19.08 kmpl,1582 CC,126.2 bhp,5.0,,9.31,True,False,False,True,False
Maruti Alto LXi BSIII,Bangalore,2011,64000,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2.39,False,False,True,False,True
Volkswagen Vento 1.6 Comfortline,Kochi,2018,20488,Second,16.09 kmpl,1598 CC,103.5 bhp,5.0,11.48 Lakh,7.64,False,False,True,False,True
Maruti Baleno Zeta 1.2,Delhi,2016,21000,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,6.21,False,False,True,False,True
Land Rover Freelander 2 TD4 SE,Jaipur,2012,119203,First,0.0 kmpl,2179 CC,115 bhp,5.0,,16.5,True,False,False,True,False
Honda CR-V 2.0L 2WD AT,Kochi,2011,55987,First,13.7 kmpl,1997 CC,153.86 bhp,5.0,,8.22,False,False,True,True,False
Toyota Fortuner 2.8 2WD MT,Coimbatore,2017,72668,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,37.17 Lakh,28.85,True,False,False,False,True
Honda City V AT,Mumbai,2015,32000,First,15.6 kmpl,1497 CC,116.3 bhp,5.0,,8.5,False,False,True,True,False
Mercedes-Benz SLK-Class 55 AMG,Bangalore,2014,3000,Second,12.0 kmpl,5461 CC,421 bhp,2.0,,90.0,False,False,True,True,False
Honda City i-VTEC S,Mumbai,2015,10400,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,6.51,False,False,True,False,True
Maruti Swift VDI,Mumbai,2013,35000,First,22.9 kmpl,1248 CC,74 bhp,5.0,,4.65,True,False,False,False,True
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,2013,55101,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,8.4,False,False,True,True,False
Toyota Etios Cross 1.4L VD,Bangalore,2014,57464,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,9.99 Lakh,5.75,True,False,False,False,True
Maruti Wagon R LX,Jaipur,2006,110000,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,1.11,False,False,True,False,True
Fiat Punto 1.2 Dynamic,Kochi,2017,17941,First,15.7 kmpl,,,,,3.93,False,False,True,False,True
Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mumbai,2014,72000,First,12.0 kmpl,1991 CC,184 bhp,5.0,,17.25,False,False,True,True,False
Jaguar XF Aero Sport Edition,Delhi,2012,16000,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,32.0,True,False,False,True,False
Hyundai i20 Sportz Petrol,Kochi,2011,62020,First,17.0 kmpl,1197 CC,80 bhp,5.0,,3.45,False,False,True,False,True
Land Rover Freelander 2 SE,Pune,2014,85000,Second,12.39 kmpl,2179 CC,147.51 bhp,5.0,,23.0,True,False,False,True,False
Hyundai Elite i20 Petrol Sportz,Kochi,2018,14223,First,18.6 kmpl,1197 CC,81.86 bhp,5.0,,7.32,False,False,True,False,True
Honda Amaze S i-Vtech,Jaipur,2014,41210,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,4.4,False,False,True,False,True
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,2015,20000,First,0.0 kmpl,2987 CC,165 bhp,5.0,,47.35,True,False,False,True,False
Maruti Alto 800 VXI,Coimbatore,2016,18043,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,4.12,False,False,True,False,True
Toyota Innova Crysta 2.8 ZX AT,Chennai,2016,80000,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,26.95 Lakh,19.5,True,False,False,True,False
Hyundai Grand i10 AT Asta,Hyderabad,2016,21000,First,18.9 kmpl,1197 CC,82 bhp,5.0,,6.2,False,False,True,True,False
BMW X3 xDrive30d M Sport,Bangalore,2016,49000,First,16.55 kmpl,2993 CC,258 bhp,5.0,,45.0,True,False,False,True,False
Hyundai i20 Magna,Chennai,2010,95000,Second,18.5 kmpl,1197 CC,80 bhp,5.0,,2.8,False,False,True,False,True
Hyundai Grand i10 AT Asta,Pune,2015,32000,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.8,False,False,True,True,False
Hyundai Santro Xing XG,Pune,2003,80000,Second,17.0 kmpl,,,,,0.9,False,False,True,False,True
Ford Fiesta 1.5 TDCi Titanium,Hyderabad,2014,122800,First,25.01 kmpl,1498 CC,89.75 bhp,5.0,,5.65,True,False,False,False,True
Maruti Swift Dzire VDI,Ahmedabad,2015,69000,First,26.59 kmpl,1248 CC,74 bhp,5.0,,5.9,True,False,False,False,True
Toyota Etios VXD,Pune,2015,65000,Second,23.59 kmpl,1364 CC,67.04 bhp,5.0,,5.0,True,False,False,False,True
Hyundai Xcent 1.2 Kappa Base,Ahmedabad,2015,23000,First,19.1 kmpl,1197 CC,82 bhp,5.0,,4.9,False,False,True,False,True
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,2009,70000,First,13.5 kmpl,1799 CC,130 bhp,5.0,,4.25,False,False,True,False,True
Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,2014,250000,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,,10.9,True,False,False,False,True
Hyundai Accent GLE,Delhi,2012,56000,First,13.2 kmpl,1495 CC,94 bhp,5.0,,2.45,False,False,True,False,True
Maruti Alto 800 LXI,Pune,2013,30000,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,2.5,False,False,True,False,True
